CP,Colonia,RACH-F,RAN-F,RAT-F,RDV-F,RCV-F,RACH-S,RAN-S,RAT-S,RDV-S,RCV-S,Fecha
37295,Residencial Hestea,0,0,0,0,0,0,0,0,0,0,1/2025
37157,Residencial La Lluvia,0,0,0,0,0,0,0,0,0,0,1/2025
37207,Residencial La Toscana,0,0,0,0,0,0,0,0,0,0,1/2025
37260,Residencial Las Magnolias,0,0,0,0,0,0,0,0,0,0,1/2025
37296,Residencial Lomas Punta del Este,0,2,0,0,0,0,0,0,0,0,1/2025
37257,Residencial Platino,0,0,0,0,0,0,0,0,0,0,1/2025
37125,Residencial Puertas de la Alborada,0,0,0,0,0,0,0,0,0,0,1/2025
37296,Residencial Punta del Este,0,0,0,0,0,0,0,0,0,0,1/2025
37207,Residencial Real Cayetana,0,0,0,0,0,0,0,0,0,0,1/2025
37287,Residencial San Ángel,0,0,0,0,0,0,0,0,0,0,1/2025
37299,Residencial San Carlos,0,0,0,0,0,0,0,0,0,0,1/2025
37530,Residencial San Isidro,0,0,0,0,0,0,0,0,0,0,1/2025
37547,Residencial San José,0,2,0,0,2,0,0,0,0,0,1/2025
37296,Residencial Santa Fe,0,0,0,0,0,0,0,0,0,0,1/2025
37296,Residencial Santa Lucía,0,0,0,0,0,0,0,0,0,0,1/2025
37278,Residencial Titanio,0,0,0,0,0,0,0,0,0,0,1/2025
37426,Residencial Valle de Arbide,0,0,0,0,0,0,0,0,0,0,1/2025
37179,Residencial Verandas,0,0,0,0,0,0,0,0,0,0,1/2025
37217,Residencial Victoria,0,0,0,0,0,0,0,0,0,0,1/2025
37210,Residencial Villa Contemporánea,0,0,0,0,0,0,0,0,0,0,1/2025
37239,Revolución,0,0,0,0,0,0,0,0,0,0,1/2025
37547,Ribera de Barceló,0,0,0,0,0,0,0,0,0,0,1/2025
37295,Rincón de Asís,0,0,0,0,0,0,0,0,0,0,1/2025
37270,Rincón de Bugambilias,0,0,0,0,0,0,0,0,0,0,1/2025
37207,Rincón de Ibarrilla,0,0,0,0,0,0,0,0,0,0,1/2025
37199,Rincón de La Florida,0,0,0,0,0,0,0,0,0,0,1/2025
37358,Rincón de la Joya,0,0,0,0,0,0,0,0,0,0,1/2025
37410,Rincón de los Olivos,0,0,0,0,0,0,0,0,0,0,1/2025
37138,Rincón del Campestre,0,0,0,0,0,0,0,0,0,0,1/2025
37100,Rinconada de Echeveste,0,0,0,0,0,0,0,0,0,0,1/2025
37207,Rinconada de Ibarrilla,0,0,0,0,0,0,0,0,0,0,1/2025
37280,Rinconada de San Pedro,0,0,0,0,0,0,0,0,0,0,1/2025
37179,Rinconada del Bosque,0,0,0,0,0,0,0,0,0,0,1/2025
37536,Rinconada del Sur,0,2,0,0,0,0,0,0,0,0,1/2025
37660,Rinconada la Esmeralda,0,0,0,0,0,0,0,0,0,0,1/2025
37450,Río Escondido,0,0,0,0,2,0,0,0,0,0,1/2025
37297,Río Grande,0,0,0,0,0,0,0,0,0,0,1/2025
37468,Río Mayo,0,0,0,0,0,0,0,0,0,0,1/2025
37358,Rivera de La Joya,0,0,0,0,0,0,0,0,0,0,1/2025
37100,Rivera de La Presa,0,0,0,0,0,0,0,0,0,0,1/2025
37104,Rivera de La Presa Country,0,0,0,0,0,0,0,0,0,0,1/2025
37209,Rivera de los Castillo,0,0,0,0,0,0,0,0,0,0,1/2025
37210,Rivera de San Bernardo,0,0,0,0,0,0,0,0,0,0,1/2025
37207,Rivera del Carmen (Divina Infantita),0,0,0,0,0,0,0,0,0,0,1/2025
37557,Rivera del Río,0,0,0,0,0,0,0,0,0,0,1/2025
37357,Rizos del Saucillo,0,0,0,0,0,0,0,0,0,0,1/2025
37295,Rubí del Bajío,0,0,0,0,0,0,0,0,0,0,1/2025
37109,Rustico Norteña,0,0,0,0,0,0,0,0,0,0,1/2025
37660,Rústico San Pedro,0,0,0,0,0,0,0,0,0,0,1/2025
37240,San Agustin,0,0,0,0,2,0,0,0,0,0,1/2025
37550,San Alfonso,0,0,0,0,0,0,0,0,0,0,1/2025
37328,San Antonio,0,0,0,0,0,0,0,0,0,0,1/2025
37689,San Antonio de los Tepetates,0,0,0,0,0,0,0,0,0,0,1/2025
37696,San Antonio de Padua,0,0,0,0,0,0,0,0,0,0,1/2025
37230,San Antonio del Alambrado,0,0,0,0,0,0,0,0,0,0,1/2025
37210,San Benigno,0,0,0,0,0,0,0,0,0,0,1/2025
37544,San Carlos,0,0,0,0,0,0,0,0,0,0,1/2025
37544,San Carlos la Rocha,2,0,0,0,0,0,0,0,0,0,1/2025
37179,San Cristóbal,0,0,0,0,0,0,0,0,0,0,1/2025
37250,San Felipe de Jesús,0,2,0,0,0,0,0,0,0,0,1/2025
37295,San Francisco,0,2,0,0,2,0,0,0,0,0,1/2025
37688,San Francisco de Durán (San Agustín Mirasol),0,0,0,0,0,0,0,0,0,0,1/2025
37209,San Gabriel,0,0,0,0,0,0,0,0,0,0,1/2025
37456,San Ignacio,0,0,0,0,0,0,0,0,0,0,1/2025
37510,San Isidro,6,2,0,0,0,0,0,0,0,0,1/2025
37660,San Isidro (La Virgencita),0,0,0,0,0,0,0,0,0,0,1/2025
37209,San Isidro Azteca,0,0,0,0,0,0,0,0,0,0,1/2025
37530,San Isidro de Jerez,0,2,0,0,2,0,0,0,0,0,1/2025
37660,San Isidro de las Colonias,0,0,0,0,0,0,0,0,0,0,1/2025
37683,San Isidro de los Sauces,0,0,0,0,0,0,0,0,0,0,1/2025
37209,San Isidro Labrador,0,0,0,0,0,0,0,0,0,0,1/2025
37208,San Javier,0,0,0,0,0,0,0,0,0,0,1/2025
37204,San Jerónimo I,0,0,0,0,0,0,0,0,0,0,1/2025
37148,San Jerónimo II,0,0,0,0,0,0,0,0,0,0,1/2025
37289,San Jorge,0,2,0,0,2,0,0,0,0,0,1/2025
37208,San Jorge (Los Castillos),0,0,0,0,0,0,0,0,0,0,1/2025
37218,San José,0,0,0,0,0,0,0,0,0,0,1/2025
37689,San José de Barrón (El Cachete),0,0,0,0,0,0,0,0,0,0,1/2025
37555,San José de Cementos,0,0,0,0,0,0,0,0,0,0,1/2025
37689,San José de Durán (Los Troncoso),0,0,0,0,0,0,0,0,0,0,1/2025
37358,San José de la Joya,0,0,0,0,0,0,0,0,0,0,1/2025
37683,San José de los Romeros,2,0,0,0,0,0,0,0,0,0,1/2025
37667,San José de los Sapos (Santa Elena),0,0,0,0,0,0,0,0,0,0,1/2025
37290,San José de Los Tanques,0,0,0,0,0,0,0,0,0,0,1/2025
37653,San José de Otates Sur (Piedras de Coche),0,0,0,0,0,0,0,0,0,0,1/2025
37689,San José de Zertuche Dos,0,0,0,0,0,0,0,0,0,0,1/2025
37685,San José del Clavel,0,0,0,0,0,0,0,0,0,0,1/2025
37200,San José del Consuelo,0,0,0,0,0,0,0,0,0,0,1/2025
37688,San José del Consuelo (La Envidia),0,0,0,0,0,0,0,0,0,0,1/2025
37217,San José del Consuelo II,0,0,0,0,0,0,0,0,0,0,1/2025
37296,San José del Potrero,0,0,0,0,0,0,0,0,0,0,1/2025
37688,San José del Resplandor (El Capricho),0,0,0,0,0,0,0,0,0,0,1/2025
37545,San José El Alto,0,2,0,0,2,0,0,0,0,0,1/2025
37319,San José Obrero,0,0,0,0,0,0,0,0,0,0,1/2025
37545,San Juan Bautista,0,4,0,0,6,0,0,0,0,0,1/2025
37330,San Juan Bosco (Vista Hermosa),0,2,0,4,2,0,0,0,0,0,1/2025
37684,San Juan de Abajo,0,0,0,0,0,0,0,0,0,0,1/2025
37004,San Juan de Dios,0,0,0,0,0,0,0,0,0,0,1/2025
37670,San Juan de Otates,0,0,0,0,0,0,0,0,0,0,1/2025
37660,San Judas,0,0,0,0,0,0,0,0,0,0,1/2025
37458,San Luis,0,0,0,0,0,0,0,0,0,0,1/2025
37259,San Manuel,0,0,0,0,2,0,0,0,0,0,1/2025
37410,San Marcos,0,2,0,0,0,0,0,0,0,0,1/2025
37350,San Martín de Porres,0,0,0,0,0,0,0,0,0,0,1/2025
37390,San Miguel,0,2,0,0,2,0,0,0,0,0,1/2025
37278,San Miguel de Rentería,0,0,0,0,0,0,0,0,0,0,1/2025
37470,San Miguel INFONAVIT,0,0,0,0,0,0,0,0,0,0,1/2025
37480,San Nicolás,0,0,0,0,0,0,0,0,0,0,1/2025
37294,San Nicolás de los González,0,0,0,0,0,0,0,0,0,0,1/2025
37108,San Nicolás del Palote,0,0,0,0,0,0,0,0,0,0,1/2025
37207,San Pablo,0,0,0,2,4,0,0,0,0,0,1/2025
37280,San Pedro de los Hernández,0,2,0,0,2,0,0,0,0,0,1/2025
37660,San Pedro del Monte (La Huizachera),0,0,0,0,0,0,0,0,0,0,1/2025
37278,San Pedro Plus,0,0,0,0,0,0,0,0,0,0,1/2025
37380,San Rafael,0,0,0,0,0,0,0,0,0,0,1/2025
37450,San Sebastián,0,0,0,0,0,0,0,0,0,0,1/2025
37689,San Vicente,0,0,0,0,0,0,0,0,0,0,1/2025
37295,Sangre de Cristo,4,0,0,0,0,0,0,0,0,0,1/2025
37564,Santa Ana AC,0,0,0,0,0,0,0,0,0,0,1/2025
37295,Santa Anita,0,0,0,0,0,0,0,0,0,0,1/2025
37105,Santa Cecilia,0,0,0,0,0,0,0,0,0,0,1/2025
37105,Santa Cecilia II,0,0,0,0,0,0,0,0,0,0,1/2025
37470,Santa Clara,2,2,0,0,2,0,0,0,0,0,1/2025
37547,Santa Cruz,0,0,0,0,0,0,0,0,0,0,1/2025
37240,Santa Fe,0,0,0,0,0,0,0,0,0,0,1/2025
37547,Santa Gertrudis,0,0,0,0,0,0,0,0,0,0,1/2025
37490,Santa Lucia,0,0,0,0,0,0,0,0,0,0,1/2025
37238,Santa Magdalena,0,0,0,0,0,0,0,0,0,0,1/2025
37560,Santa María de Cementos,0,2,0,0,0,0,0,0,0,0,1/2025
37520,Santa María del Granjeno,0,0,0,0,0,0,0,0,0,0,1/2025
37450,Santa Rita,0,0,0,0,0,0,0,0,0,0,1/2025
37444,Santa Rita de los Naranjos,0,0,0,0,0,0,0,0,0,0,1/2025
37210,Santa Rosa de Lima,0,0,0,0,0,0,0,0,0,0,1/2025
37557,Santo Domingo,0,0,0,0,0,0,0,0,0,0,1/2025
37697,Saucillo de Ávalos,0,0,0,0,0,0,0,0,0,0,1/2025
37355,Saucillo de La Joya,0,0,0,0,0,0,0,0,0,0,1/2025
37655,Sauz Seco,0,0,0,0,0,0,0,0,0,0,1/2025
37128,Señora Frausto,0,0,0,0,0,0,0,0,0,0,1/2025
37293,Sierra Nogal,2,0,0,0,0,0,0,0,0,0,1/2025
37357,Silglo XXI,0,0,0,0,0,0,0,0,0,0,1/2025
37357,Sinarquista,0,0,0,0,0,0,0,0,0,0,1/2025
37299,Soberna,0,0,0,0,0,0,0,0,0,0,1/2025
37105,Solidaridad Leonesa (pedregal),0,0,0,0,0,0,0,0,0,0,1/2025
37550,Sur Cementos,0,0,0,0,0,0,0,0,0,0,1/2025
37680,Sur de los López,0,0,0,0,0,0,0,0,0,0,1/2025
37550,Sur El Granjeno,2,0,0,0,0,0,0,0,0,0,1/2025
37549,Sur Industrial Delta,2,0,0,0,0,0,0,0,0,0,1/2025
37570,Sur La Moreña,0,0,0,0,0,0,0,0,0,0,1/2025
37530,Sur Loma Hermosa,0,0,0,0,0,0,0,0,0,0,1/2025
37217,Sur los Naranjos,0,0,0,0,0,0,0,0,0,0,1/2025
37210,Sur Santa Rosa de Lima,0,0,0,0,0,0,0,0,0,0,1/2025
37140,Tablas de La Virgen,0,0,0,0,0,0,0,0,0,0,1/2025
37020,Tepeyac,0,0,0,0,0,0,0,0,0,0,1/2025
37296,Terracota,0,0,0,0,0,0,0,0,0,0,1/2025
37217,Todos los Santos,0,0,0,0,0,0,0,0,0,0,1/2025
37128,Torre Cumbres,0,0,0,0,0,0,0,0,0,0,1/2025
37538,Torremolinos,2,0,0,0,0,0,0,0,0,0,1/2025
37120,Torres de Country,0,0,0,0,0,0,0,0,0,0,1/2025
37296,Torres de San Nicolás,0,0,0,0,0,0,0,0,0,0,1/2025
37170,Torres del Lago,0,0,0,0,0,0,0,0,0,0,1/2025
37570,Torres del Sur,0,0,0,0,0,0,0,0,0,0,1/2025
37359,Torres Doradas,2,0,0,0,0,0,0,0,0,0,1/2025
37125,Torres Metrópoli,0,0,0,0,0,0,0,0,0,0,1/2025
37500,Torres Orión,0,0,0,0,0,0,0,0,0,0,1/2025
37289,Torres Premier,0,0,0,0,0,0,0,0,0,0,1/2025
37358,Trento,0,0,0,0,0,0,0,0,0,0,1/2025
37200,Tres Cantos,0,0,0,0,0,0,0,0,0,0,1/2025
37237,Unidad Deportiva,0,0,0,0,0,0,0,0,0,0,1/2025
37239,Unidad Deportiva II,0,0,0,0,2,0,0,0,0,0,1/2025
37179,Unidad Obrera Infonavit,0,0,0,0,0,0,0,0,0,0,1/2025
37258,Unidad y Esfuerzo Popular,0,0,0,0,0,0,0,0,0,0,1/2025
37239,Unión Comunitaria de León,0,0,0,0,0,0,0,0,0,0,1/2025
37207,Unión Comunitaria los Laureles,0,0,0,0,0,0,0,0,0,0,1/2025
37549,Unión Obrera,0,0,0,0,0,0,0,0,0,0,1/2025
37669,UrbiVilla del Roble,0,0,0,0,0,0,0,0,0,0,1/2025
37353,Valle Antigua,0,0,0,0,0,0,0,0,0,0,1/2025
37456,Valle de Alborada,0,0,0,0,0,0,0,0,0,0,1/2025
37683,Valle de Aránzazu,0,0,0,0,0,0,0,0,0,0,1/2025
37538,Valle de Jerez,0,0,0,0,0,0,0,0,0,0,1/2025
37547,Valle de La Hacienda,0,0,0,0,0,0,0,0,0,0,1/2025
37357,Valle de la Joya,0,0,0,0,0,0,0,0,0,0,1/2025
37297,Valle de la Luz,0,0,0,0,0,0,0,0,0,0,1/2025
37660,Valle de las Flores,0,0,0,0,0,0,0,0,0,0,1/2025
37545,Valle de las Haciendas,0,0,0,0,0,0,0,0,0,0,1/2025
37209,Valle de las Toronjas,0,0,0,0,0,0,0,0,0,0,1/2025
37204,Valle de las Torres,0,0,0,0,0,0,0,0,0,0,1/2025
37140,Valle de León,0,4,0,0,2,0,0,0,0,0,1/2025
37107,Valle de Los Castillos,0,0,0,0,0,0,0,0,0,0,1/2025
37433,Valle de los Milagros,0,0,0,0,0,0,0,0,0,0,1/2025
37210,Valle de los Naranjos,0,0,0,0,0,0,0,0,0,0,1/2025
37545,Valle de Los Pinos,0,0,0,0,0,0,0,0,0,0,1/2025
37294,Valle de México,0,0,0,0,0,0,0,0,0,0,1/2025
37295,Valle de Moreno,0,0,0,0,0,0,0,0,0,0,1/2025
37210,Valle de San Bernardo,0,0,0,0,0,0,0,0,0,0,1/2025
37547,Valle de San Carlos,2,0,0,0,0,0,0,0,0,0,1/2025
37520,Valle de San Isidro,0,0,0,0,0,0,0,0,0,0,1/2025
37545,Valle de San Javier,0,0,0,0,0,0,0,0,0,0,1/2025
37549,Valle de San José,0,2,0,0,0,0,0,0,0,0,1/2025
37545,Valle de San Nicolás,0,0,0,0,0,0,0,0,0,0,1/2025
37353,Valle de San Pedro,0,0,0,0,0,0,0,0,0,0,1/2025
37687,Valle de Santa Rita,0,0,0,0,0,0,0,0,0,0,1/2025
37205,Valle de Señora,0,0,0,0,0,0,0,0,0,0,1/2025
37150,Valle del Campestre,0,8,0,0,4,0,0,0,0,0,1/2025
37299,Valle del Carmen,0,0,0,0,0,0,0,0,0,0,1/2025
37207,Valle del Consuelo,0,0,0,0,0,0,0,0,0,0,1/2025
37680,Valle del Gigante,0,0,0,0,0,0,0,0,0,0,1/2025
37545,Valle del Maguey,0,0,0,0,0,0,0,0,0,0,1/2025
37178,Valle del Moral,0,0,0,0,0,0,0,0,0,0,1/2025
37545,Valle del Real,0,0,0,0,0,0,0,0,0,0,1/2025
37544,Valle del Roble,0,0,0,0,0,0,0,0,0,0,1/2025
37427,Valle del Rocío,0,0,0,0,0,0,0,0,0,0,1/2025
37149,Valle del Sol,0,0,0,0,0,0,0,0,0,0,1/2025
37557,Valle del Sur,0,0,0,0,0,0,0,0,0,0,1/2025
37538,Valle Delta,0,4,0,0,6,0,0,0,0,0,1/2025
37358,Valle Diamante,0,0,0,0,0,0,0,0,0,0,1/2025
37545,Valle Dorado,0,0,0,0,0,0,0,0,0,0,1/2025
37108,Valle Hermoso,0,0,0,0,0,0,0,0,0,0,1/2025
37408,Valle Imperial,0,0,0,0,0,0,0,0,0,0,1/2025
37178,Valle Jacarandas,0,0,0,0,0,0,0,0,0,0,1/2025
37688,Valle Nuevo,0,0,0,0,0,0,0,0,0,0,1/2025
37440,Valle Palermo,0,0,0,0,0,0,0,0,0,0,1/2025
37260,Valtierra,0,0,0,0,0,0,0,0,0,0,1/2025
37650,Vaquerías,0,0,0,0,0,0,0,0,0,0,1/2025
37210,Vasco de Quiroga,0,0,0,0,0,0,0,0,0,0,1/2025
37288,Versalles,0,0,0,0,0,0,0,0,0,0,1/2025
37295,Vestales,0,0,0,0,0,0,0,0,0,0,1/2025
37353,Vibar,0,0,0,0,0,0,0,0,0,0,1/2025
37549,Villa de Cirella,0,0,0,0,0,0,0,0,0,0,1/2025
37207,Villa de la Rosa,0,0,0,0,0,0,0,0,0,0,1/2025
37278,Villa de las Flores,0,2,0,0,0,0,0,0,0,0,1/2025
37204,Villa de las Torres,0,0,0,0,0,0,0,0,0,0,1/2025
37544,Villa de los Ángeles,0,0,0,0,0,0,0,0,0,0,1/2025
37299,Villa Grande,0,0,0,0,0,0,0,0,0,0,1/2025
37220,Villa Insurgentes,0,0,0,0,0,0,0,0,0,0,1/2025
37100,Villa la Rioja,0,0,0,0,0,0,0,0,0,0,1/2025
37208,Villa Magna,0,0,0,0,0,0,0,0,0,0,1/2025
37295,Villa Olímpica,0,0,0,0,0,0,0,0,0,0,1/2025
37366,Villa Residencial Arbide,0,2,0,0,0,0,0,0,0,0,1/2025
37548,Villa Sur,0,0,0,0,0,0,0,0,0,0,1/2025
37544,Villa Universidad,0,2,0,0,0,0,0,0,0,0,1/2025
37288,Villa Verde,0,2,0,0,2,0,0,0,0,0,1/2025
37204,Villafranca Residencial,0,0,0,0,0,0,0,0,0,0,1/2025
37460,Villanueva,0,0,0,0,0,0,0,0,0,0,1/2025
37547,Villas Altaria,0,0,0,0,0,0,0,0,0,0,1/2025
37289,Villas Bugambilias,0,0,0,0,2,0,0,0,0,0,1/2025
37295,Villas Constelaciones,0,0,0,0,0,0,0,0,0,0,1/2025
37547,Villas de Barceló,0,0,0,0,0,0,0,0,0,0,1/2025
37100,Villas de Echeveste,0,0,0,0,0,0,0,0,0,0,1/2025
37289,Villas de Guadalupe,0,0,0,0,0,0,0,0,0,0,1/2025
37295,Villas de Guanajuato,0,0,0,0,0,0,0,0,0,0,1/2025
37357,Villas de La Joya,0,0,0,0,0,0,0,0,0,0,1/2025
37109,Villas de La Presa,0,0,0,0,0,0,0,0,0,0,1/2025
37570,Villas de León,0,0,0,0,0,0,0,0,0,0,1/2025
37295,Villas de Nuestra Señora de La Luz,0,0,0,0,0,0,0,0,0,0,1/2025
37295,Villas de Nuestra Señora de La Luz II,0,0,0,0,0,0,0,0,0,0,1/2025
37295,Villas de Nuestra Señora de La Luz III,0,0,0,0,0,0,0,0,0,0,1/2025
37358,Villas de Palermo,0,0,0,0,0,0,0,0,0,0,1/2025
37530,Villas de San Isidro,0,0,0,0,0,0,0,0,0,0,1/2025
37295,Villas de San Juan,0,6,0,0,2,0,0,0,0,0,1/2025
37294,Villas de San Nicolás,0,0,0,0,0,0,0,0,0,0,1/2025
37296,Villas de San Nicolás II,0,0,0,0,0,0,0,0,0,0,1/2025
37296,Villas de San Nicolás III,0,0,0,0,0,0,0,0,0,0,1/2025
37296,Villas de San Nicolás III Norte,0,0,0,0,0,0,0,0,0,0,1/2025
37129,Villas del Campestre,0,2,0,0,2,0,0,0,0,0,1/2025
37294,Villas del Campo Uno,0,0,0,0,0,0,0,0,0,0,1/2025
37299,Villas del Carmen,0,0,0,0,0,0,0,0,0,0,1/2025
37358,Villas del Country,0,0,0,0,0,0,0,0,0,0,1/2025
37258,Villas del Mayab,0,0,0,0,0,0,0,0,0,0,1/2025
37160,Villas del Moral,0,0,0,0,0,0,0,0,0,0,1/2025
37109,Villas del Pedregal,0,0,0,0,0,0,0,0,0,0,1/2025
37295,Villas del Rocío,0,0,0,0,0,0,0,0,0,0,1/2025
37689,Villas del Rosario,0,0,0,0,0,0,0,0,0,0,1/2025
37550,Villas Jacarandas,0,0,0,0,0,0,0,0,0,0,1/2025
37433,Villas La Gloria,0,0,0,0,0,0,0,0,0,0,1/2025
37278,Villas la Luz,0,2,0,0,2,0,0,0,0,0,1/2025
37530,Villas Mariana,0,2,0,0,2,0,0,0,0,0,1/2025
37510,Villas Pradera,0,0,0,0,0,0,0,0,0,0,1/2025
37530,Villas Santa Julia,2,2,0,0,2,0,0,0,0,0,1/2025
37530,Villas Santa Julia II Sección,0,0,0,0,0,0,0,0,0,0,1/2025
37549,Villas Santa Teresita,0,0,0,0,0,0,0,0,0,0,1/2025
37209,Vista Aero,0,0,0,0,0,0,0,0,0,0,1/2025
37357,Vista Esmeralda,0,0,0,0,0,0,0,0,0,0,1/2025
37549,Xoconoxtle,0,0,0,0,0,0,0,0,0,0,1/2025
37295,Zafiro Residencial,0,0,0,0,0,0,0,0,0,0,1/2025
37138,Zanda,0,0,0,0,0,0,0,0,0,0,1/2025
37209,Zarcihuiles,0,0,0,0,0,0,0,0,0,0,1/2025
0,Zona Foránea,0,0,0,0,0,0,0,0,0,0,1/2025
0,Zona no localizada,8,20,0,6,24,0,0,0,0,0,1/2025
